% Model:              板.mph
% Version:            COMSOL 6.0.0.318
% Date:               Aug 11 2022, 16:58
% Dimension:          3
% Nodes:              2858
% Expressions:        1
% Description:        体
% x                       y                        z                        电流密度模
0                         58.82352941176472        -7.500000000000007       22.73741909941159
0                         61.76470588235293        -10                      7.61184497632112
0                         61.76470588235295        0                        67.14860247114237
0                         61.76470588235297        -5.000000000000031       37.140456707197664
0                         61.76470588235297        -2.5000000000000373      52.04012237841209
0                         61.76470588235298        -7.500000000000007       22.34803198165269
0                         64.70588235294117        -10                      8.203666788592724
0                         64.7058823529412         -7.499999999999989       22.003248128170103
0                         64.7058823529412         -5.000000000000013       35.85005446450849
0                         64.7058823529412         -2.5000000000000195      49.78419099341761
0                         64.70588235294122        0                        63.90580546596974
0                         67.6470588235294         -10                      8.844125041954507
0                         67.64705882352942        -7.499999999999989       21.711433581078694
0                         67.64705882352942        -5.000000000000031       34.61881215247533
0                         67.64705882352942        0                        60.73642602342547
0                         67.64705882352943        -2.5000000000000373      47.597764454937945
0                         70.58823529411765        -10.000000000000002      9.538114654172666
0                         70.58823529411767        -7.500000000000007       21.479430952107258
0                         70.58823529411767        -5.000000000000031       33.455173445522775
0                         70.58823529411767        -2.5000000000000373      45.488940729505
0                         70.58823529411768        0                        57.664310686736
0                         73.52941176470588        -10                      10.290696242106762
0                         73.52941176470591        -7.499999999999998       21.313168677625573
0                         73.52941176470591        -5.000000000000023       32.365112478606704
0                         73.52941176470591        -2.500000000000029       43.464296724442505
0                         73.52941176470591        0                        54.689061539009764
0                         76.47058823529414        -9.999999999999998       11.108805569506089
0                         76.47058823529414        -7.500000000000007       21.2180977366706
0                         76.47058823529414        -5.000000000000031       31.352894947778392
0                         76.47058823529414        -2.5000000000000373      41.52593368475427
0                         76.47058823529414        0                        51.8126330505721
0                         79.41176470588235        -7.500000000000015       21.199539526026264
0                         79.41176470588235        -5.000000000000039       30.42122839094491
0                         79.41176470588235        -2.5000000000000457      39.67402630975578
0                         79.41176470588236        0                        49.03160167931241
0                         79.41176470588238        -10.000000000000002      11.999654582826789
0                         82.3529411764706         -10                      12.972603593369948
0                         82.35294117647061        0                        46.33803466521376
0                         82.35294117647062        -5.000000000000013       29.57161314743809
0                         82.35294117647062        -2.5000000000000195      37.9057996832032
0                         82.35294117647064        -7.499999999999989       21.263004238568016
0                         85.29411764705881        -10                      14.039759445435825
0                         85.29411764705884        0                        43.722148779641394
0                         85.29411764705887        -7.500000000000007       21.414160702760814
0                         85.29411764705887        -5.000000000000031       28.80429129003504
0                         85.29411764705887        -2.5000000000000373      36.216029000012384
0                         88.23529411764704        0                        41.16828086307171
0                         88.23529411764707        -10                      15.211917339731572
0                         88.23529411764713        -7.500000000000007       21.659218307103963
0                         88.23529411764713        -5.000000000000031       28.117770310458646
0                         88.23529411764713        -2.5000000000000373      34.5967947184913
0                         91.17647058823529        -10                      16.51120560099245
0                         91.17647058823532        0                        38.660784876691096
0                         91.17647058823533        -7.500000000000015       22.003574195038052
0                         91.17647058823536        -5.000000000000031       27.506588125060915
0                         91.17647058823536        -2.5000000000000373      33.03540197825768
0                         94.11764705882352        -10                      17.953547678885183
0                         94.11764705882354        0                        36.17571059493178
0                         94.11764705882361        -5.000000000000013       26.956350203630226
0                         94.11764705882361        -2.5000000000000195      31.501506026670896
0                         94.11764705882364        -7.499999999999989       22.45472982459747
0                         97.05882352941178        -10.000000000000002      19.592012189202663
0                         97.05882352941178        0                        33.62358833684406
0                         97.05882352941182        -7.500000000000007       23.048514452143287
0                         97.05882352941182        -5.000000000000031       26.43154468975098
0                         97.05882352941182        -2.500000000000029       29.90915652528993
0                         99.99999999999999        -2.5                     28.072771403310274
0                         100                      -10                      21.669050429260082
0                         100                      -7.500000000000003       23.83110658674618
0                         100                      -5                       25.913362225943587
0                         100                      0                        30.687341046446154
2.941176470588234         79.41176470588235        0                        48.98015365337268
2.9411764705882346        14.70588235294116        -10                      1.6372306039909268
2.9411764705882346        20.588235294117645       -10                      2.2439363259412066
2.9411764705882346        23.529411764705866       -10                      2.545582753785866
2.9411764705882346        26.4705882352941         -10                      2.84761823103816
2.9411764705882346        29.41176470588232        -10                      3.1538927503622807
2.9411764705882346        70.5882352941177         0                        57.60075117591862
2.9411764705882346        73.5294117647059         0                        54.63095485328566
2.9411764705882346        76.47058823529414        0                        51.756999734209046
2.941176470588235         0                        -7.5                     4.024192092676207
2.941176470588235         2.941176470588214        -10                      0.4625700379315027
2.941176470588235         5.88235294117646         -10                      0.7284576246710187
2.941176470588235         17.647058823529438       -10                      1.9412062427027377
2.941176470588235         32.35294117647057        -10                      3.465157823758196
2.941176470588235         67.6470588235294         0                        60.668665248498364
2.941176470588235         79.41176470588238        -10                      11.97950563122407
2.941176470588235         85.29411764705885        0                        43.67728697456442
2.941176470588235         91.17647058823528        -10                      16.48657881582796
2.9411764705882355        2.9411764705882373       0                        23.289512636935005
2.9411764705882355        5.882352941176471        0                        36.080427056828654
2.9411764705882355        8.823529411764712        0                        49.294085171496114
2.9411764705882355        11.764705882352942       0                        61.44139521292145
2.9411764705882355        17.64705882352942        0                        80.0871251701577
2.9411764705882355        20.588235294117652       0                        86.4347163648754
2.9411764705882355        29.411764705882355       0                        94.63797049818666
2.9411764705882355        38.235294117647086       0                        91.82835822685462
2.9411764705882355        41.176470588235304       0                        89.47582513809087
2.9411764705882355        61.76470588235292        -10                      7.592967499863274
2.9411764705882355        64.70588235294117        -10                      8.184559700530352
2.9411764705882355        73.52941176470587        -10                      10.270909100629435
2.9411764705882355        82.3529411764706         -10                      12.952022913906351
2.9411764705882355        82.3529411764706         0                        46.28969903677844
2.9411764705882355        88.23529411764707        -10                      15.190592162194847
2.9411764705882355        100                      -2.5                     28.027180878359356
2.941176470588236         0                        -10                      0.32879794173732685
2.941176470588236         0                        0                        16.57400741242902
2.941176470588236         100.00000000000001       -10                      21.62350102307775
2.941176470588236         100.00000000000001       0                        30.63999095861013
2.9411764705882364        0                        -4.999999999999999       7.858829729961754
2.9411764705882364        0                        -2.5                     11.982047798694182
2.9411764705882364        8.823529411764685        -10                      1.0259538433918158
2.9411764705882364        11.76470588235292        -10                      1.332184273803179
2.9411764705882364        14.70588235294118        0                        71.77740097927406
2.9411764705882364        23.529411764705895       0                        90.74603072982224
2.9411764705882364        26.47058823529412        0                        93.42914376555836
2.9411764705882364        32.35294117647059        0                        94.59168787869515
2.9411764705882364        35.29411764705881        -10                      3.784983213379526
2.9411764705882364        38.23529411764704        -10                      4.116458699236098
2.9411764705882364        47.05882352941179        0                        83.67379468785913
2.9411764705882364        50                       -10                      5.625478898848563
2.9411764705882364        52.9411764705882         -10                      6.065350353679291
2.9411764705882364        58.823529411764696       -10                      7.0453503721582695
2.9411764705882364        61.764705882352956       0                        67.07180933632883
2.9411764705882364        64.70588235294123        0                        63.83167707452298
2.9411764705882364        70.58823529411765        -10                      9.518560213594146
2.9411764705882364        76.47058823529414        -10                      11.088815596790905
2.9411764705882364        85.29411764705881        -10                      14.018384151143128
2.9411764705882364        88.23529411764707        0                        41.12634868726651
2.9411764705882364        91.17647058823533        0                        38.62091001348016
2.9411764705882364        94.11764705882351        -10                      17.92502262314884
2.9411764705882364        94.11764705882352        0                        36.13507006538751
2.9411764705882364        97.05882352941177        0                        33.591546246885
2.9411764705882364        97.0588235294118         -10                      19.544294949177857
2.9411764705882364        100                      -7.5000000000000036      23.81567049604189
2.9411764705882364        100                      -5                       25.87592667351371
2.941176470588237         35.29411764705885        0                        93.59582381073601
2.941176470588237         41.17647058823529        -10                      4.463196604496892
2.941176470588237         44.117647058823515       -10                      4.827753063627302
2.941176470588237         44.11764705882354        0                        86.7229535566324
2.941176470588237         47.05882352941176        -10                      5.214271256633834
2.941176470588237         50                       0                        80.44395342560799
2.941176470588237         52.94117647058824        0                        77.11453469610969
2.941176470588237         55.882352941176464       -10                      6.537456202149913
2.941176470588237         55.88235294117649        0                        73.74793392767216
2.941176470588237         58.82352941176472        0                        70.38949091717907
2.941176470588237         67.64705882352942        -10                      8.824772159897783
5.882352941176467         17.64705882352939        -10                      1.9798929885073224
5.882352941176467         20.588235294117645       -10                      2.2655296887481544
5.882352941176467         20.588235294117652       0                        87.51446622774515
5.882352941176467         23.529411764705863       -10                      2.553223867016378
5.882352941176467         26.470588235294084       -10                      2.84398345544065
5.882352941176467         29.411764705882337       -10                      3.140287701334729
5.882352941176467         32.35294117647057        -10                      3.44351141816522
5.882352941176467         67.64705882352939        0                        60.46527091304097
5.882352941176467         70.58823529411765        0                        57.411095056538485
5.882352941176468         0                        -7.499999999999998       7.910224562479598
5.882352941176468         2.9411764705882137       -10                      0.7279258503620125
5.882352941176468         2.9411764705882364       0                        36.08404691386512
5.882352941176468         5.882352941176473        0                        44.73990071549545
5.882352941176468         8.823529411764685        -10                      1.1527410877139548
5.882352941176468         8.823529411764712        0                        55.13331495768196
5.882352941176468         14.70588235294116        -10                      1.696808374243108
5.882352941176468         14.70588235294118        0                        74.42298188732897
5.882352941176468         17.647058823529413       0                        81.84095465693576
5.882352941176468         23.52941176470588        0                        91.40361679132086
5.882352941176468         35.29411764705885        0                        93.424982784203
5.882352941176468         38.23529411764707        0                        91.58273928175507
5.882352941176468         44.117647058823536       0                        86.43342319727572
5.882352941176468         52.9411764705882         -10                      6.013338922614083
5.882352941176468         67.64705882352942        -10                      8.766688817987703
5.882352941176468         73.52941176470587        0                        54.45459565385978
5.882352941176468         76.47058823529413        -10                      11.029015579024929
5.882352941176468         76.47058823529414        0                        51.59184376886728
5.882352941176468         79.41176470588235        0                        48.82604062478333
5.882352941176468         79.41176470588236        -10                      11.919091026058181
5.882352941176468         82.3529411764706         -10                      12.890390973841667
5.882352941176468         82.35294117647061        0                        46.14578292162978
5.882352941176468         85.29411764705881        0                        43.54292284790656
5.882352941176468         88.23529411764704        0                        41.0005423164676
5.882352941176468         91.17647058823528        -10                      16.41432116869665
5.882352941176468         91.17647058823532        0                        38.50156273095888
5.882352941176468         94.1176470588235         -10                      17.840295042562335
5.882352941176468         99.99999999999997        -2.4999999999999996      27.89394447234509
5.882352941176469         0                        -9.999999999999998       0.6553653262158365
5.882352941176469         0                        -4.999999999999999       15.430961261702677
5.882352941176469         0                        -2.499999999999999       23.510409718542867
5.882352941176469         0                        0                        32.49580165448286
5.882352941176469         5.882352941176473        -10                      0.9119218313853292
5.882352941176469         11.764705882352946       -10                      1.4193833782129315
5.882352941176469         11.764705882352946       0                        65.395594765047
5.882352941176469         32.3529411764706         0                        94.53030577512922
5.882352941176469         35.294117647058805       -10                      3.756410720916623
5.882352941176469         38.23529411764704        -10                      4.082016792524748
5.882352941176469         41.17647058823529        -10                      4.423698313698704
5.882352941176469         41.176470588235304       0                        89.21378427515913
5.882352941176469         47.05882352941176        0                        83.37957342372212
5.882352941176469         50                       0                        80.1506515951764
5.882352941176469         52.94117647058823        0                        76.83466393629816
5.882352941176469         55.882352941176464       -10                      6.483538714398348
5.882352941176469         55.88235294117647        0                        73.48093066915452
5.882352941176469         58.82352941176472        0                        70.1361176065634
5.882352941176469         61.7647058823529         -10                      7.536435063046132
5.882352941176469         61.764705882352935       0                        66.8393691056221
5.882352941176469         64.70588235294115        -10                      8.127238091815205
5.882352941176469         64.70588235294117        0                        63.61153798605453
5.882352941176469         70.58823529411765        -10                      9.459857809851078
5.882352941176469         73.52941176470586        -10                      10.21171652239217
5.882352941176469         88.23529411764707        -10                      15.125390270360565
5.882352941176469         94.11764705882352        0                        36.01621316782889
5.882352941176469         97.05882352941177        -10                      19.42656605616349
5.882352941176469         97.05882352941177        0                        33.483563991208584
5.882352941176469         99.99999999999999        -9.999999999999998       21.50656463730686
5.882352941176469         99.99999999999999        0                        30.500427711309506
5.882352941176469         100                      -7.500000000000002       23.722923537051162
5.882352941176469         100                      -4.999999999999999       25.76679752489026
5.88235294117647          26.470588235294116       0                        93.74983638119058
5.88235294117647          29.411764705882355       0                        94.71002882510113
5.88235294117647          44.11764705882354        -10                      4.784380111959015
5.88235294117647          47.05882352941176        -10                      5.167197179492918
5.88235294117647          50                       -10                      5.57562140934611
5.88235294117647          58.823529411764675       -10                      6.989967772372857
5.88235294117647          85.2941176470588         -10                      13.954974501061908
8.823529411764701         76.47058823529414        0                        51.31894100859549
8.823529411764703         32.35294117647059        -10                      3.408228684518421
8.823529411764703         35.29411764705878        -10                      3.7095378740149054
8.823529411764703         67.64705882352942        0                        60.12682483314191
8.823529411764703         70.58823529411768        0                        57.09640807147696
8.823529411764703         79.41176470588235        0                        48.571012831534205
8.823529411764703         82.3529411764706         -10                      12.78822616362857
8.823529411764703         82.3529411764706         0                        45.90787671230909
8.823529411764707         0                        -7.499999999999998       11.532960646271203
8.823529411764707         2.941176470588214        -10                      1.0254998132380297
8.823529411764707         5.882352941176471        0                        55.153399893747924
8.823529411764707         8.823529411764712        0                        62.799596890868926
8.823529411764707         11.764705882352942       0                        70.85877022887041
8.823529411764707         14.705882352941135       -10                      1.7912697960452868
8.823529411764707         17.64705882352942        -10                      2.042308933447614
8.823529411764707         17.64705882352942        0                        84.37278779277521
8.823529411764707         20.588235294117645       -10                      2.3011607315078217
8.823529411764707         20.588235294117656       0                        89.0726569890647
8.823529411764707         23.529411764705866       -10                      2.566570183023517
8.823529411764707         29.41176470588233        -10                      3.1186578664649924
8.823529411764707         38.23529411764704        -10                      4.0253007830638365
8.823529411764707         47.05882352941176        -10                      5.089209546061677
8.823529411764707         50.00000000000003        0                        79.66870536635912
8.823529411764707         61.764705882352956       0                        66.45130716789609
8.823529411764707         64.70588235294117        -10                      8.031827049396053
8.823529411764707         73.52941176470588        0                        54.16036279370522
8.823529411764707         85.29411764705881        -10                      13.850374217665586
8.823529411764707         88.23529411764704        -10                      15.015888895027192
8.823529411764707         88.23529411764704        0                        40.79177757055748
8.823529411764707         91.17647058823529        -10                      16.296148129050287
8.823529411764707         91.17647058823533        0                        38.30253119566902
8.823529411764707         94.1176470588235         -10                      17.70375526499452
8.823529411764707         100                      -5                       25.585796859089005
8.823529411764707         100                      -2.5                     27.68021954438683
8.823529411764708         0                        -10                      0.9799870093437555
8.823529411764708         0                        -2.5                     34.153670952840244
8.823529411764708         0                        0                        47.15768686129783
8.823529411764708         5.882352941176483        -10                      1.1522285278586817
8.823529411764708         8.823529411764685        -10                      1.3353416625894188
8.823529411764708         14.705882352941174       0                        78.20457205001962
8.823529411764708         44.11764705882354        0                        85.95099768481798
8.823529411764708         52.941176470588225       -10                      5.926768389490485
8.823529411764708         64.70588235294123        0                        63.24825898325247
8.823529411764708         85.29411764705885        0                        43.320414398371106
8.823529411764708         94.11764705882352        0                        35.820085676823204
8.823529411764708         100.00000000000001       -10                      21.329744539438394
8.823529411764708         100.00000000000001       0                        30.281139858756667
8.82352941176471          0                        -4.999999999999999       22.45630474294528
8.82352941176471          2.9411764705882373       0                        49.35159871356639
8.82352941176471          23.52941176470589        0                        92.3084440882048
8.82352941176471          26.4705882352941         -10                      2.8388351987309415
8.82352941176471          26.47058823529412        0                        94.1629642581501
8.82352941176471          29.411764705882355       0                        94.7946965746524
8.82352941176471          32.35294117647061        0                        94.37003165569452
8.82352941176471          35.29411764705885        0                        93.12235462443175
8.82352941176471          38.235294117647086       0                        91.17189182578933
8.82352941176471          41.176470588235304       -10                      4.358521376935057
8.82352941176471          41.17647058823531        0                        88.75792859130547
8.82352941176471          44.117647058823536       -10                      4.712221797847649
8.82352941176471          47.05882352941178        0                        82.88761940896596
8.82352941176471          50.00000000000001        -10                      5.4929424628262
8.82352941176471          52.94117647058824        0                        76.37030834791418
8.82352941176471          55.88235294117647        -10                      6.393910412603796
8.82352941176471          55.88235294117649        0                        73.03922148274506
8.82352941176471          58.823529411764696       0                        69.72218120418313
8.82352941176471          61.76470588235292        -10                      7.442497190575532
8.82352941176471          67.64705882352942        -10                      8.67006995998288
8.82352941176471          70.58823529411767        -10                      9.36215196929474
8.82352941176471          73.52941176470588        -10                      10.113275777390145
8.82352941176471          76.47058823529414        -10                      10.92968372403594
8.82352941176471          79.41176470588238        -10                      11.81863465094798
8.82352941176471          97.0588235294118         -10                      19.257172551161787
8.82352941176471          100                      -7.5                     23.536001448812282
8.823529411764712         11.764705882352946       -10                      1.553087083990575
8.823529411764712         58.823529411764696       -10                      6.8979019418179615
8.823529411764712         97.05882352941181        0                        33.28211821588807
11.764705882352937        20.588235294117645       -10                      2.3512953454940937
11.764705882352937        23.529411764705866       -10                      2.586922702877753
11.764705882352937        26.4705882352941         -10                      2.833150989655197
11.764705882352937        29.41176470588234        -10                      3.0905714631763974
11.764705882352937        32.35294117647055        -10                      3.360852671516948
11.764705882352937        67.6470588235294         0                        59.65644228761428
11.764705882352937        79.41176470588238        0                        48.21754520156806
11.764705882352937        82.3529411764706         0                        45.577824133352394
11.764705882352938        2.941176470588214        -10                      1.3311312294180033
11.764705882352938        5.882352941176483        -10                      1.419186266292027
11.764705882352938        8.823529411764675        -10                      1.5533763696747473
11.764705882352938        17.647058823529434       -10                      2.1269233708625492
11.764705882352938        20.588235294117652       0                        90.82556229278535
11.764705882352938        26.47058823529413        0                        94.56404183946032
11.764705882352938        38.23529411764707        0                        90.58158494398575
11.764705882352938        64.70588235294117        -10                      7.898669228972271
11.764705882352938        70.58823529411765        0                        56.658449680490946
11.764705882352938        73.52941176470587        -10                      9.975950034216458
11.764705882352938        73.5294117647059         0                        53.75226237537409
11.764705882352938        76.47058823529414        0                        50.939640388052354
11.764705882352938        82.3529411764706         -10                      12.646281302064644
11.764705882352938        85.29411764705884        0                        43.01171267226343
11.764705882352938        88.23529411764704        0                        40.50151626925991
11.764705882352938        91.17647058823532        0                        38.024517511030055
11.76470588235294         0                        -7.499999999999999       14.79242270123505
11.76470588235294         0                        -2.5                     43.58732678424947
11.76470588235294         2.941176470588237        0                        61.37870239652617
11.76470588235294         5.882352941176473        0                        65.34189840784707
11.76470588235294         8.823529411764712        0                        70.7997209873281
11.76470588235294         11.764705882352919       -10                      1.7222128521556879
11.76470588235294         11.764705882352942       0                        76.80939885580334
11.76470588235294         14.705882352941169       -10                      1.9158112435649146
11.76470588235294         17.647058823529413       0                        87.20046430058245
11.76470588235294         32.35294117647061        0                        94.07619675287808
11.76470588235294         35.29411764705881        -10                      3.6456003988112897
11.76470588235294         35.29411764705883        0                        92.65161234598418
11.76470588235294         38.23529411764704        -10                      3.9472661226697894
11.76470588235294         44.117647058823515       -10                      4.612057828312538
11.76470588235294         47.05882352941176        -10                      4.980798735010437
11.76470588235294         50                       -10                      5.377790322911205
11.76470588235294         50.00000000000003        0                        78.99911684279235
11.76470588235294         52.94117647058821        -10                      5.806061837640168
11.76470588235294         52.94117647058826        0                        75.72618266047166
11.76470588235294         55.882352941176464       -10                      6.268870696681201
11.76470588235294         55.88235294117649        0                        72.42658315196064
11.76470588235294         61.76470588235292        -10                      7.3114343259843935
11.76470588235294         61.764705882352935       0                        65.91201585719132
11.76470588235294         64.7058823529412         0                        62.74363213959112
11.76470588235294         67.6470588235294         -10                      8.535307935122624
11.76470588235294         70.58823529411765        -10                      9.226010912307832
11.76470588235294         79.41176470588238        -10                      11.678623730464441
11.76470588235294         85.29411764705881        -10                      13.704869039155033
11.76470588235294         88.23529411764707        -10                      14.86399197838412
11.76470588235294         91.17647058823529        -10                      16.133125944834585
11.76470588235294         94.1176470588235         -10                      17.51808195136772
11.76470588235294         94.11764705882352        0                        35.54498527839174
11.76470588235294         97.05882352941175        0                        32.986930976148805
11.76470588235294         97.0588235294118         -10                      19.02471739971673
11.76470588235294         100                      -7.5000000000000036      23.284300269338768
11.76470588235294         100                      -5                       25.332333223135763
11.76470588235294         100                      -2.5                     27.38948918983929
11.764705882352942        0                        -10.000000000000002      1.3002032387339013
11.764705882352942        0                        0                        59.91742719921683
11.764705882352942        14.705882352941172       0                        82.42055942208314
11.764705882352942        23.529411764705895       0                        93.2879520395252
11.764705882352942        58.82352941176469        -10                      6.769442544075056
11.764705882352942        76.47058823529414        -10                      10.791157081290233
11.764705882352942        100                      -10.000000000000002      21.077901471340724
11.764705882352942        100                      0                        29.99119266519967
11.764705882352946        0                        -4.999999999999999       28.72808716982486
11.764705882352946        29.411764705882355       0                        94.78856361749295
